№ ВД	1.К-сть одержаних бюлетенів	2.К-сть виборців, внесених до списку	3.К-сть виборців, внесених до витягу для голос. за місцем перебув.	4.К-сть невикор. бюлетенів	5.К-сть виборців, які отримали бюлетені у приміщ.	6.К-сть виборців, які отримали бюлетені за місцем перебув.	7.Загальна к-сть виборців, які отримали бюлетені	8.К-сть бюлетенів, що не підлягають врахуванню	9.К-сть виборців, які взяли участь у голосуванні	10.К-сть бюлетенів, визнаних недійсними	ЗеленськийВолодимир	ПорошенкоПетро	Дата та час протоколу	oblast	tvo
050425	2336	2287	13	847	1480	9	1489	0	1489	32	795	662	21.04.2019 23:50	Вінницька область	13
050426	1568	1559	20	594	956	18	974	0	974	27	525	422	22.04.2019 00:20	Вінницька область	13
050427	1904	1903	39	649	1224	31	1255	0	1255	28	641	586	22.04.2019 00:10	Вінницька область	13
050428	1664	1640	13	646	1006	12	1018	0	1018	29	539	450	22.04.2019 00:15	Вінницька область	13
050429	1744	1708	31	591	1125	28	1153	0	1153	30	682	441	21.04.2019 22:00	Вінницька область	13
050430	208	192	0	91	117	0	117	0	117	2	78	37	21.04.2019 22:05	Вінницька область	13
050431	320	312	14	141	168	11	179	0	179	3	114	62	21.04.2019 21:30	Вінницька область	13
050432	2304	2309	25	823	1462	19	1481	0	1481	32	866	583	21.04.2019 23:40	Вінницька область	13
050433	272	103	21	186	67	19	86	0	86	1	57	28	21.04.2019 20:45	Вінницька область	13
050434	480	459	35	149	300	31	331	0	331	4	188	139	21.04.2019 23:05	Вінницька область	13
050435	224	207	4	103	117	4	121	0	121	3	71	47	21.04.2019 20:40	Вінницька область	13
050436	176	165	18	65	94	17	111	0	111	5	66	40	21.04.2019 23:05	Вінницька область	13
050437	80	77	1	28	51	1	52	0	52	0	27	25	22.04.2019 00:23	Вінницька область	13
050438	80	79	6	15	60	5	65	0	65	0	31	34	21.04.2019 21:00	Вінницька область	13
050439	496	482	36	192	270	34	304	0	304	5	194	105	21.04.2019 23:50	Вінницька область	13
050440	144	138	7	49	88	7	95	0	95	4	57	34	21.04.2019 23:00	Вінницька область	13
050441	896	877	24	440	434	22	456	0	456	7	258	191	22.04.2019 00:10	Вінницька область	13
050442	1024	1001	19	438	571	15	586	0	586	15	303	268	22.04.2019 00:30	Вінницька область	13
050444	528	520	36	216	278	34	312	0	312	6	226	80	21.04.2019 22:02	Вінницька область	13
050445	192	187	5	72	115	5	120	0	120	3	74	43	21.04.2019 21:10	Вінницька область	13
050446	288	270	27	61	200	27	227	0	227	0	137	90	22.04.2019 04:30	Вінницька область	13
050447	544	534	70	185	291	68	359	0	359	8	215	136	22.04.2019 00:15	Вінницька область	13
050448	1568	1542	60	688	827	53	880	0	880	15	655	210	22.04.2019 00:50	Вінницька область	13
050449	1264	1242	43	526	703	35	738	0	738	9	548	181	22.04.2019 00:10	Вінницька область	13
050450	1056	1023	53	472	544	40	584	0	584	7	392	185	21.04.2019 22:20	Вінницька область	13
050451	512	495	9	208	295	9	304	0	304	6	234	64	22.04.2019 05:25	Вінницька область	13
050452	560	556	8	289	266	5	271	0	271	2	173	96	21.04.2019 20:50	Вінницька область	13
050453	1376	1355	37	489	850	37	887	0	887	16	516	355	21.04.2019 21:00	Вінницька область	13
050454	608	589	10	254	346	8	354	0	354	0	201	153	21.04.2019 21:00	Вінницька область	13
050455	224	225	20	63	141	20	161	0	161	0	98	63	21.04.2019 22:00	Вінницька область	13
050456	224	208	17	75	132	17	149	0	149	2	86	61	22.04.2019 00:05	Вінницька область	13
050457	80	73	18	13	49	18	67	0	67	3	34	30	21.04.2019 21:25	Вінницька область	13
050458	192	183	2	68	122	2	124	0	124	3	67	54	21.04.2019 21:20	Вінницька область	13
050459	688	673	47	279	368	41	409	0	409	7	271	131	21.04.2019 22:25	Вінницька область	13
050460	432	418	36	119	277	36	313	0	313	7	216	90	22.04.2019 01:10	Вінницька область	13
050461	400	385	19	176	205	19	224	0	224	5	144	75	21.04.2019 21:03	Вінницька область	13
050462	144	139	1	64	79	1	80	0	80	1	51	28	21.04.2019 21:30	Вінницька область	13
050463	480	469	31	215	238	27	265	0	265	1	195	69	21.04.2019 20:30	Вінницька область	13
050464	256	253	13	96	151	9	160	0	160	2	91	67	21.04.2019 21:00	Вінницька область	13
050465	64	53	11	28	25	11	36	0	36	0	20	16	21.04.2019 20:40	Вінницька область	13
050466	240	224	24	84	133	23	156	0	156	2	104	50	21.04.2019 21:00	Вінницька область	13
050467	64	59	6	26	34	4	38	0	38	2	16	20	21.04.2019 21:20	Вінницька область	13
050468	112	109	16	27	69	16	85	0	85	0	36	49	22.04.2019 00:15	Вінницька область	13
050469	256	254	31	86	143	27	170	0	170	2	120	48	21.04.2019 20:36	Вінницька область	13
050470	400	392	42	143	220	37	257	0	257	4	131	122	21.04.2019 21:50	Вінницька область	13
050471	32	33	1	9	22	1	23	0	23	1	11	11	22.04.2019 02:50	Вінницька область	13
050472	624	608	69	234	321	69	390	0	390	7	227	156	21.04.2019 23:30	Вінницька область	13
050474	208	193	4	88	116	4	120	0	120	1	73	46	21.04.2019 20:50	Вінницька область	13
050475	400	394	37	153	210	37	247	0	247	4	164	79	21.04.2019 20:25	Вінницька область	13
050476	304	294	33	90	181	33	214	0	214	2	135	77	22.04.2019 00:15	Вінницька область	13
050477	448	431	20	176	252	20	272	0	272	6	203	63	21.04.2019 21:00	Вінницька область	13
050478	336	326	20	106	211	19	230	0	230	3	142	85	22.04.2019 01:20	Вінницька область	13
050479	384	375	23	109	253	22	275	0	275	4	169	102	21.04.2019 21:00	Вінницька область	13
050480	384	378	33	165	193	26	219	0	219	6	148	65	21.04.2019 20:40	Вінницька область	13
050481	816	796	30	395	395	26	421	0	421	8	248	165	21.04.2019 21:15	Вінницька область	13
050482	2416	2378	40	1013	1373	30	1403	0	1403	31	984	388	22.04.2019 01:50	Вінницька область	13
050483	512	500	8	225	280	7	287	0	287	14	213	60	22.04.2019 00:10	Вінницька область	13
050484	544	527	27	244	273	27	300	0	300	5	237	58	22.04.2019 06:20	Вінницька область	13
050485	960	942	79	331	553	76	629	0	629	18	444	167	22.04.2019 01:35	Вінницька область	13
050486	176	169	11	44	123	9	132	0	132	0	78	54	22.04.2019 02:05	Вінницька область	13
050487	224	219	11	58	155	11	166	0	166	2	136	28	21.04.2019 20:39	Вінницька область	13
050488	80	69	4	21	55	4	59	0	59	0	40	19	21.04.2019 21:30	Вінницька область	13
050489	464	459	21	100	343	21	364	0	364	4	285	75	21.04.2019 21:15	Вінницька область	13
050490	752	748	6	361	385	6	391	0	391	2	282	107	22.04.2019 00:05	Вінницька область	13
050491	432	424	29	168	237	27	264	0	264	5	159	100	21.04.2019 21:36	Вінницька область	13
050492	96	88	9	44	44	8	52	0	52	0	38	14	21.04.2019 20:35	Вінницька область	13
050493	208	205	15	88	105	15	120	0	120	4	83	33	21.04.2019 20:10	Вінницька область	13
050494	384	384	18	164	205	15	220	0	220	3	132	85	21.04.2019 21:40	Вінницька область	13
050495	528	522	35	199	294	35	329	0	329	5	212	112	22.04.2019 00:05	Вінницька область	13
050496	304	293	15	121	169	14	183	0	183	6	135	42	21.04.2019 20:56	Вінницька область	13
050497	112	107	9	34	69	9	78	0	78	3	55	20	21.04.2019 21:12	Вінницька область	13
050498	1392	1379	88	579	738	75	813	0	813	24	452	337	22.04.2019 00:25	Вінницька область	13
050499	80	88	2	35	43	2	45	0	45	1	32	12	21.04.2019 20:30	Вінницька область	13
050500	96	82	2	45	49	2	51	0	51	0	30	21	21.04.2019 23:07	Вінницька область	13
050501	192	191	12	72	110	10	120	0	120	4	75	41	22.04.2019 00:30	Вінницька область	13
050502	736	709	52	423	261	52	313	0	313	3	242	68	21.04.2019 21:10	Вінницька область	13
050503	368	363	30	137	202	29	231	0	231	3	176	52	21.04.2019 21:30	Вінницька область	13
050504	800	779	35	252	513	35	548	0	548	16	382	150	22.04.2019 00:13	Вінницька область	13
050505	448	438	15	206	229	13	242	0	242	6	174	62	22.04.2019 00:02	Вінницька область	13
050506	432	418	29	172	231	29	260	0	260	4	158	98	21.04.2019 23:30	Вінницька область	13
050507	96	82	12	35	49	12	61	0	61	3	36	22	21.04.2019 21:30	Вінницька область	13
050508	64	33	11	31	22	11	33	0	33	0	27	6	21.04.2019 21:55	Вінницька область	13
051210	496	475	38	142	317	37	354	0	354	11	208	135	21.04.2019 21:00	Вінницька область	13
051211	80	73	16	23	42	15	57	0	57	0	34	23	21.04.2019 21:00	Вінницька область	13
051212	160	149	9	58	93	9	102	0	102	0	63	39	21.04.2019 21:00	Вінницька область	13
051213	1024	998	14	402	609	13	622	0	622	15	428	179	22.04.2019 00:20	Вінницька область	13
051214	352	340	19	119	214	19	233	0	233	3	172	58	21.04.2019 20:57	Вінницька область	13
051215	704	692	24	344	336	24	360	0	360	8	266	86	21.04.2019 20:38	Вінницька область	13
051216	288	286	10	115	163	10	173	0	173	0	126	47	21.04.2019 20:15	Вінницька область	13
051217	336	336	22	120	195	21	216	0	216	1	163	52	21.04.2019 20:44	Вінницька область	13
051218	480	474	19	160	301	19	320	0	320	3	154	163	21.04.2019 20:40	Вінницька область	13
051219	64	59	1	25	38	1	39	0	39	0	21	18	21.04.2019 20:55	Вінницька область	13
051220	672	661	46	233	393	46	439	0	439	5	285	149	21.04.2019 21:55	Вінницька область	13
051221	240	220	10	59	171	10	181	0	181	2	120	59	22.04.2019 00:05	Вінницька область	13
051222	1488	1472	41	736	711	41	752	0	752	14	524	214	21.04.2019 22:00	Вінницька область	13
051223	464	461	2	186	277	1	278	0	278	4	204	70	21.04.2019 20:45	Вінницька область	13
051224	960	950	16	459	485	16	501	0	501	9	366	126	22.04.2019 00:15	Вінницька область	13
051225	416	412	19	189	210	17	227	0	227	13	147	67	22.04.2019 03:00	Вінницька область	13
051226	272	263	26	56	195	21	216	0	216	1	52	163	21.04.2019 21:20	Вінницька область	13
051227	352	351	24	87	241	24	265	0	265	0	104	161	21.04.2019 22:40	Вінницька область	13
051228	32	26	0	7	25	0	25	0	25	0	17	8	21.04.2019 20:35	Вінницька область	13
051229	160	151	0	64	96	0	96	0	96	0	77	19	21.04.2019 21:20	Вінницька область	13
051230	144	134	0	50	94	0	94	0	94	1	77	16	21.04.2019 20:35	Вінницька область	13
051231	288	275	29	69	192	27	219	0	219	1	139	79	21.04.2019 21:00	Вінницька область	13
051232	208	203	29	27	152	29	181	0	181	4	97	80	21.04.2019 20:15	Вінницька область	13
051233	208	201	21	61	127	20	147	0	147	2	91	54	21.04.2019 20:45	Вінницька область	13
051234	480	475	49	165	270	45	315	0	315	4	147	164	21.04.2019 21:25	Вінницька область	13
051235	240	235	8	110	122	8	130	0	130	2	66	62	21.04.2019 21:10	Вінницька область	13
051236	208	201	17	64	127	17	144	0	144	6	67	71	21.04.2019 21:00	Вінницька область	13
051237	688	676	10	320	358	10	368	0	368	9	251	108	21.04.2019 22:00	Вінницька область	13
051238	352	341	47	82	223	47	270	0	270	7	95	168	21.04.2019 21:45	Вінницька область	13
051239	160	153	22	49	89	22	111	0	111	0	60	51	21.04.2019 20:25	Вінницька область	13
051240	352	334	18	91	243	18	261	0	261	4	124	133	21.04.2019 21:50	Вінницька область	13
051241	160	164	8	34	118	8	126	0	126	3	69	54	21.04.2019 21:40	Вінницька область	13
051242	224	208	0	63	161	0	161	0	161	3	103	55	21.04.2019 21:00	Вінницька область	13
051243	160	158	0	35	125	0	125	0	125	1	69	55	21.04.2019 21:15	Вінницька область	13
051244	256	248	11	61	184	11	195	0	195	1	132	62	21.04.2019 21:00	Вінницька область	13
051245	448	431	37	158	253	37	290	0	290	1	156	133	21.04.2019 20:30	Вінницька область	13
051246	224	214	14	72	138	14	152	0	152	3	64	85	21.04.2019 22:20	Вінницька область	13
051247	448	450	51	114	286	48	334	0	334	5	192	137	21.04.2019 20:30	Вінницька область	13
051248	192	189	28	70	94	28	122	0	122	6	57	59	21.04.2019 20:40	Вінницька область	13
051249	288	271	18	107	165	16	181	0	181	4	107	70	21.04.2019 21:37	Вінницька область	13
051250	144	128	1	52	91	1	92	0	92	1	53	38	21.04.2019 20:45	Вінницька область	13
051251	96	83	1	46	49	1	50	0	50	1	24	25	21.04.2019 20:20	Вінницька область	13
051252	288	285	16	97	175	16	191	0	191	6	136	49	22.04.2019 05:30	Вінницька область	13
051253	192	175	16	89	87	16	103	0	103	0	44	59	21.04.2019 20:50	Вінницька область	13
051254	192	189	11	84	97	11	108	0	108	2	51	55	21.04.2019 20:32	Вінницька область	13
051255	448	442	18	125	307	16	323	0	323	4	168	151	21.04.2019 20:50	Вінницька область	13
051256	304	301	15	84	205	15	220	0	220	7	135	78	21.04.2019 21:20	Вінницька область	13
051257	512	501	1	169	342	1	343	0	343	4	233	106	21.04.2019 21:30	Вінницька область	13
051258	416	394	36	79	305	32	337	0	337	6	226	105	22.04.2019 00:17	Вінницька область	13
051259	368	361	31	136	201	31	232	0	232	3	103	126	21.04.2019 20:55	Вінницька область	13
051260	304	287	22	138	146	20	166	0	166	3	78	85	21.04.2019 21:10	Вінницька область	13
051261	256	243	32	82	145	29	174	0	174	1	92	81	21.04.2019 20:30	Вінницька область	13
051262	352	340	8	90	254	8	262	0	262	8	182	72	21.04.2019 20:28	Вінницька область	13
051263	368	348	12	102	255	11	266	0	266	1	172	93	21.04.2019 20:30	Вінницька область	13
051264	720	698	70	252	398	70	468	0	468	9	322	137	22.04.2019 00:25	Вінницька область	13
051265	736	716	61	261	414	61	475	0	475	2	321	152	21.04.2019 21:15	Вінницька область	13
051266	176	163	18	71	87	18	105	0	105	1	69	35	21.04.2019 21:45	Вінницька область	13
051267	400	388	27	170	204	26	230	0	230	2	169	59	21.04.2019 22:40	Вінницька область	13
051268	576	569	16	94	467	15	482	0	482	15	354	113	22.04.2019 00:20	Вінницька область	13
051269	240	238	25	43	172	25	197	0	197	2	99	96	21.04.2019 21:20	Вінницька область	13
051270	208	192	19	82	107	19	126	0	126	3	96	27	21.04.2019 20:45	Вінницька область	13
051271	416	398	16	160	240	16	256	0	256	7	130	119	21.04.2019 21:00	Вінницька область	13
051272	240	229	13	74	153	13	166	0	166	0	65	101	21.04.2019 20:45	Вінницька область	13
051273	464	438	16	118	331	15	346	0	346	7	202	137	21.04.2019 20:51	Вінницька область	13
051274	544	525	19	276	250	18	268	0	268	5	181	82	21.04.2019 20:42	Вінницька область	13
051276	1328	1294	49	508	773	47	820	0	820	10	540	270	21.04.2019 21:00	Вінницька область	13
051277	912	898	43	394	478	40	518	0	518	18	319	181	21.04.2019 20:50	Вінницька область	13
051278	464	457	29	88	347	29	376	0	376	6	252	118	21.04.2019 21:10	Вінницька область	13
051279	384	381	30	153	204	27	231	0	231	4	133	94	21.04.2019 21:08	Вінницька область	13
